,Symbol,Contract,Date,Open,High,Low,Close,Volume
3412,TX,201709,2017/9/7,10532,10568,10477,10501,299406
3415,TX,201710,2017/9/7,10513,10548,10461,10486,6744
3420,TX,201709,2017/9/8,10501,10571,10495,10560,290784
3424,TX,201710,2017/9/8,10483,10549,10476,10538,8792
3428,TX,201709,2017/9/11,10628,10635,10535,10589,312450
3431,TX,201710,2017/9/11,10590,10612,10518,10568,13046
3436,TX,201709,2017/9/12,10589,10614,10564,10590,223508
3441,TX,201710,2017/9/12,10570,10591,10542,10568,8008
3445,TX,201709,2017/9/18,10605,10652,10582,10650,243822
3450,TX,201710,2017/9/18,10580,10631,10559,10629,48100
3454,TX,201709,2017/9/19,10650,10658,10560,10568,262844
3459,TX,201710,2017/9/19,10630,10635,10535,10543,61122
3463,TX,201709,2017/9/20,10569,10585,10490,10510,219604
3465,TX,201710,2017/9/20,10543,10556,10485,10500,181352
3472,TX,201710,2017/9/21,10500,10583,10460,10566,292276
3476,TX,201711,2017/9/21,10495,10565,10457,10551,4070
3480,TX,201710,2017/9/22,10566,10571,10412,10418,357466
3484,TX,201711,2017/9/22,10553,10554,10397,10400,5222
3488,TX,201710,2017/9/25,10426,10453,10276,10285,357224
3492,TX,201711,2017/9/25,10410,10435,10259,10265,6910
3496,TX,201710,2017/9/26,10284,10369,10260,10285,363124
3500,TX,201711,2017/9/26,10267,10350,10241,10266,7384
3504,TX,201710,2017/9/27,10286,10345,10281,10321,286788
3509,TX,201711,2017/9/27,10268,10327,10264,10304,6108
3514,TX,201710,2017/9/28,10321,10350,10266,10290,348436
3516,TX,201711,2017/9/28,10303,10331,10249,10276,7570
3520,TX,201710,2017/9/29,10290,10344,10263,10343,275274
3522,TX,201711,2017/9/29,10275,10325,10247,10325,6632
3526,TX,201710,2017/9/30,10343,10394,10340,10380,95616
3529,TX,201711,2017/9/30,10325,10375,10323,10362,2298
3533,TX,201710,2017/10/2,10392,10458,10386,10445,233080
3537,TX,201711,2017/10/2,10371,10439,10370,10428,5864
3541,TX,201710,2017/10/3,10445,10475,10427,10459,231974
3545,TX,201711,2017/10/3,10428,10458,10412,10442,5438
3550,TX,201710,2017/10/5,10460,10532,10438,10531,229820
3554,TX,201711,2017/10/5,10444,10514,10422,10513,6960
3558,TX,201710,2017/10/6,10531,10544,10496,10513,200768
3562,TX,201711,2017/10/6,10513,10527,10481,10495,5440
3566,TX,201710,2017/10/11,10556,10648,10555,10635,340596
3570,TX,201711,2017/10/11,10535,10629,10535,10618,16054
3574,TX,201710,2017/10/12,10634,10705,10633,10700,209916
3577,TX,201711,2017/10/12,10618,10688,10617,10685,13974
3581,TX,201710,2017/10/13,10700,10732,10670,10729,162192
3585,TX,201711,2017/10/13,10685,10718,10657,10714,11814
3590,TX,201710,2017/10/16,10745,10769,10710,10765,204398
3594,TX,201711,2017/10/16,10730,10755,10698,10750,24104
3598,TX,201710,2017/10/17,10764,10781,10713,10723,211640
3602,TX,201711,2017/10/17,10750,10767,10706,10714,60920
3607,TX,201710,2017/10/18,10723,10783,10686,10727,189146
3610,TX,201711,2017/10/18,10713,10775,10688,10741,157064
3614,TX,201711,2017/10/19,10741,10800,10684,10717,304270
3619,TX,201712,2017/10/19,10729,10785,10675,10710,4942
3624,TX,201711,2017/10/20,10717,10764,10700,10745,252002
3628,TX,201712,2017/10/20,10706,10752,10691,10736,4718
3634,TX,201711,2017/10/23,10764,10786,10720,10731,243210
3638,TX,201712,2017/10/23,10755,10775,10712,10722,4552
3643,TX,201711,2017/10/24,10731,10769,10709,10769,202862
3647,TX,201712,2017/10/24,10723,10758,10700,10758,3242
3651,TX,201711,2017/10/25,10769,10782,10698,10705,265404
3654,TX,201712,2017/10/25,10759,10772,10689,10693,4688
3659,TX,201711,2017/10/26,10704,10750,10690,10746,232210
3664,TX,201712,2017/10/26,10690,10740,10682,10735,4200
3669,TX,201711,2017/10/27,10746,10792,10684,10739,324602
3674,TX,201712,2017/10/27,10734,10780,10677,10728,8344
3678,TX,201711,2017/10/30,10763,10820,10724,10749,334200
3683,TX,201712,2017/10/30,10750,10808,10713,10737,8500
3687,TX,201711,2017/10/31,10749,10800,10730,10793,255354
3692,TX,201712,2017/10/31,10735,10784,10719,10780,5712
3697,TX,201711,2017/11/1,10793,10832,10775,10800,265472
3699,TX,201712,2017/11/1,10781,10818,10763,10788,6748
3703,TX,201711,2017/11/2,10800,10806,10758,10777,238942
3706,TX,201712,2017/11/2,10786,10794,10747,10764,4810
3710,TX,201711,2017/11/3,10777,10810,10747,10784,238310
3711,TX,201712,2017/11/3,10765,10796,10737,10770,5500
3715,TX,201711,2017/11/6,10793,10828,10745,10780,273752
3719,TX,201712,2017/11/6,10780,10815,10734,10768,7930
3723,TX,201711,2017/11/7,10780,10831,10774,10813,219396
3728,TX,201712,2017/11/7,10765,10817,10762,10798,7612
3732,TX,201711,2017/11/8,10813,10824,10796,10801,169664
3736,TX,201712,2017/11/8,10800,10809,10782,10787,4926
3741,TX,201711,2017/11/9,10801,10823,10678,10696,352188
3745,TX,201712,2017/11/9,10787,10808,10667,10684,19294
3750,TX,201711,2017/11/10,10696,10737,10662,10714,252454
3754,TX,201712,2017/11/10,10683,10729,10650,10707,20484
3759,TX,201711,2017/11/13,10710,10726,10663,10680,235110
3764,TX,201712,2017/11/13,10706,10718,10661,10676,41124
3768,TX,201711,2017/11/14,10680,10715,10638,10663,256516
3773,TX,201712,2017/11/14,10677,10713,10637,10647,78638
3779,TX,201711,2017/11/15,10663,10666,10602,10638,202282
3781,TX,201712,2017/11/15,10647,10648,10550,10572,172726
3786,TX,201712,2017/11/16,10572,10647,10561,10645,215354
3795,TX,201712,2017/11/17,10645,10728,10644,10718,275710
3801,TX,201712,2017/11/20,10714,10719,10654,10686,213756
3808,TX,201712,2017/11/21,10686,10830,10682,10830,292142
3816,TX,201712,2017/11/22,10830,10877,10807,10836,316882
3823,TX,201712,2017/11/23,10836,10857,10810,10846,189264
3829,TX,201712,2017/11/24,10846,10869,10829,10868,138654
3836,TX,201712,2017/11/27,10841,10848,10737,10755,285444
3844,TX,201712,2017/11/28,10754,10755,10695,10721,274636
3852,TX,201712,2017/11/29,10721,10763,10678,10680,263776
3860,TX,201712,2017/11/30,10681,10681,10558,10597,394978
3869,TX,201712,2017/12/1,10596,10664,10495,10580,467560
3873,TX,201801,2017/12/1,10585,10649,10485,10569,12312
3877,TX,201712,2017/12/4,10604,10653,10564,10616,309922
3881,TX,201801,2017/12/4,10590,10639,10552,10594,8048
3885,TX,201712,2017/12/5,10616,10636,10546,10579,354054
3887,TX,201801,2017/12/5,10603,10620,10534,10564,9176
3891,TX,201712,2017/12/6,10578,10594,10321,10354,480008
3894,TX,201801,2017/12/6,10565,10579,10308,10336,16432
3898,TX,201712,2017/12/7,10354,10427,10331,10372,372950
3901,TX,201801,2017/12/7,10336,10410,10317,10356,11086
3905,TX,201712,2017/12/8,10372,10416,10336,10408,321982
3907,TX,201801,2017/12/8,10356,10403,10323,10394,11536
3912,TX,201712,2017/12/11,10416,10497,10415,10478,254350
3915,TX,201801,2017/12/11,10399,10483,10399,10465,8186
3919,TX,201712,2017/12/12,10477,10498,10386,10424,285686
3923,TX,201801,2017/12/12,10466,10485,10378,10412,11116
3927,TX,201712,2017/12/13,10424,10494,10421,10494,257662
3931,TX,201801,2017/12/13,10412,10479,10409,10479,9824
3935,TX,201712,2017/12/14,10494,10582,10481,10534,294300
3937,TX,201801,2017/12/14,10478,10566,10466,10519,16398
3941,TX,201712,2017/12/15,10534,10537,10421,10476,354524
3946,TX,201801,2017/12/15,10520,10521,10407,10459,33146
3950,TX,201712,2017/12/18,10527,10531,10456,10523,239170
3954,TX,201801,2017/12/18,10503,10516,10441,10512,26086
3959,TX,201712,2017/12/19,10523,10531,10430,10438,278742
3964,TX,201801,2017/12/19,10512,10519,10420,10428,57758
3968,TX,201712,2017/12/20,10439,10509,10433,10497,178034
3970,TX,201801,2017/12/20,10426,10524,10421,10499,158708
3974,TX,201801,2017/12/21,10499,10539,10475,10500,260860
3977,TX,201802,2017/12/21,10482,10527,10461,10489,1740
3981,TX,201801,2017/12/22,10500,10535,10473,10525,181538
3985,TX,201802,2017/12/22,10486,10520,10461,10510,2098
3989,TX,201801,2017/12/25,10549,10564,10520,10530,148910
3992,TX,201802,2017/12/25,10529,10548,10507,10515,1704
3996,TX,201801,2017/12/26,10530,10541,10388,10394,319122
4000,TX,201802,2017/12/26,10516,10526,10375,10379,5404
4005,TX,201801,2017/12/27,10394,10495,10393,10492,250516
4007,TX,201802,2017/12/27,10382,10480,10380,10478,4008
4011,TX,201801,2017/12/28,10492,10593,10480,10580,301138
4016,TX,201802,2017/12/28,10474,10574,10465,10563,6720
4020,TX,201801,2017/12/29,10580,10650,10575,10630,263566
4024,TX,201802,2017/12/29,10563,10632,10559,10608,5394
4029,TX,201801,2018/1/2,10629,10727,10621,10719,239990
4033,TX,201802,2018/1/2,10608,10707,10607,10701,4760
4037,TX,201801,2018/1/3,10721,10823,10715,10820,264462
4041,TX,201802,2018/1/3,10700,10805,10698,10805,6134
4045,TX,201801,2018/1/4,10820,10865,10770,10856,265350
4049,TX,201802,2018/1/4,10805,10849,10754,10838,6260
4053,TX,201801,2018/1/5,10856,10871,10801,10869,239306
4056,TX,201802,2018/1/5,10838,10853,10786,10853,5118
4060,TX,201801,2018/1/8,10886,10900,10843,10877,228880
4064,TX,201802,2018/1/8,10866,10883,10828,10860,4470
4068,TX,201801,2018/1/9,10877,10909,10850,10891,214148
4072,TX,201802,2018/1/9,10860,10892,10837,10875,5258
4076,TX,201801,2018/1/10,10891,10904,10766,10780,303624
4081,TX,201802,2018/1/10,10878,10888,10755,10768,9574
4085,TX,201801,2018/1/11,10781,10834,10765,10811,290106
4090,TX,201802,2018/1/11,10769,10821,10755,10798,11556
4094,TX,201801,2018/1/12,10811,10906,10807,10903,254598
4099,TX,201802,2018/1/12,10799,10900,10797,10897,17608
4104,TX,201801,2018/1/15,10930,10958,10902,10946,226070
4109,TX,201802,2018/1/15,10922,10955,10896,10942,26276
4115,TX,201801,2018/1/16,10946,11014,10918,10996,206636
4118,TX,201802,2018/1/16,10942,11008,10915,10992,49306
4124,TX,201801,2018/1/17,10996,11024,10940,11020,174592
4127,TX,201802,2018/1/17,10991,11010,10940,11006,155464
4133,TX,201802,2018/1/18,11006,11137,11005,11078,398362
4137,TX,201803,2018/1/18,10990,11124,10990,11065,8864
4142,TX,201802,2018/1/19,11078,11185,11075,11156,260794
4146,TX,201803,2018/1/19,11065,11172,11064,11144,4978
4151,TX,201802,2018/1/22,11136,11229,11113,11213,303630
4153,TX,201803,2018/1/22,11131,11217,11103,11202,5880
4158,TX,201802,2018/1/23,11212,11253,11181,11208,347074
4161,TX,201803,2018/1/23,11201,11240,11170,11196,6060
4165,TX,201802,2018/1/24,11207,11212,11090,11145,374802
4168,TX,201803,2018/1/24,11195,11198,11079,11133,7398
4172,TX,201802,2018/1/25,11146,11271,11098,11163,467238
4175,TX,201803,2018/1/25,11136,11255,11086,11148,10426
4179,TX,201802,2018/1/26,11163,11186,11079,11153,366086
4182,TX,201803,2018/1/26,11149,11171,11068,11141,7052
4186,TX,201802,2018/1/29,11215,11238,11155,11168,300320
4189,TX,201803,2018/1/29,11199,11225,11145,11160,5724
4193,TX,201802,2018/1/30,11168,11190,11025,11043,403324
4196,TX,201803,2018/1/30,11157,11178,11016,11034,9390
4201,TX,201802,2018/1/31,11042,11144,11017,11112,420644
4202,TX,201803,2018/1/31,11029,11132,11008,11098,11278
4207,TX,201802,2018/2/1,11111,11199,11086,11133,331200
4209,TX,201803,2018/2/1,11097,11187,11078,11123,8108
4213,TX,201802,2018/2/2,11133,11149,11041,11053,410250
4215,TX,201803,2018/2/2,11124,11139,11035,11045,11404
4219,TX,201802,2018/2/5,10888,10952,10848,10930,435150
4224,TX,201803,2018/2/5,10898,10939,10839,10917,16352
4228,TX,201802,2018/2/6,10931,10937,10242,10508,1054226
4233,TX,201803,2018/2/6,10921,10925,10230,10496,49266
4239,TX,201802,2018/2/7,10509,10669,10495,10595,592944
4242,TX,201803,2018/2/7,10494,10649,10480,10576,32162
4247,TX,201802,2018/2/8,10595,10613,10400,10413,482938
4252,TX,201803,2018/2/8,10576,10592,10388,10403,25216
4257,TX,201802,2018/2/9,10412,10430,10121,10303,679408
4262,TX,201803,2018/2/9,10397,10418,10107,10261,49240
4266,TX,201802,2018/2/12,10420,10438,10377,10414,305704
4271,TX,201803,2018/2/12,10383,10410,10352,10383,49560
4276,TX,201802,2018/2/21,10630,10718,10591,10705,168648
4278,TX,201803,2018/2/21,10600,10911,10564,10729,200976
4286,TX,201803,2018/2/22,10730,10773,10593,10653,316796
4290,TX,201804,2018/2/22,10639,10645,10580,10642,1844
4294,TX,201803,2018/2/23,10654,10804,10636,10787,323328
4298,TX,201804,2018/2/23,10644,10787,10623,10773,3320
4303,TX,201803,2018/2/26,10867,10868,10801,10826,227256
4307,TX,201804,2018/2/26,10860,10860,10786,10809,2520
4311,TX,201803,2018/2/27,10825,10914,10753,10764,303652
4316,TX,201804,2018/2/27,10811,10899,10738,10749,3796
4320,TX,201803,2018/3/1,10604,10789,10600,10757,364160
4322,TX,201804,2018/3/1,10605,10770,10585,10742,4202
4326,TX,201803,2018/3/2,10757,10766,10575,10628,470374
4331,TX,201804,2018/3/2,10742,10748,10560,10610,6624
4336,TX,201803,2018/3/5,10695,10741,10598,10663,403210
4340,TX,201804,2018/3/5,10680,10720,10580,10643,6138
4344,TX,201803,2018/3/6,10663,10837,10662,10790,369662
4349,TX,201804,2018/3/6,10645,10817,10645,10768,7814
4354,TX,201803,2018/3/7,10790,10817,10700,10771,398230
4357,TX,201804,2018/3/7,10768,10795,10685,10752,7620
4362,TX,201803,2018/3/8,10771,10877,10724,10843,309386
4365,TX,201804,2018/3/8,10752,10856,10703,10824,6822
4370,TX,201803,2018/3/9,10843,10910,10827,10894,316556
4374,TX,201804,2018/3/9,10821,10890,10810,10877,6054
4378,TX,201803,2018/3/12,10965,11057,10948,11032,280810
4381,TX,201804,2018/3/12,10950,11039,10932,11017,7270
4386,TX,201803,2018/3/13,11033,11121,11013,11071,274220
4390,TX,201804,2018/3/13,11018,11103,10998,11056,7678
4394,TX,201803,2018/3/14,11071,11078,10988,10992,336198
4398,TX,201804,2018/3/14,11054,11058,10975,10975,11854
4402,TX,201803,2018/3/15,10991,11083,10970,11070,294240
4407,TX,201804,2018/3/15,10978,11065,10956,11051,11624
4411,TX,201803,2018/3/16,11070,11073,10923,10988,410204
4416,TX,201804,2018/3/16,11052,11055,10907,10970,27374
4420,TX,201803,2018/3/19,10975,11054,10952,10954,285280
4425,TX,201804,2018/3/19,10963,11026,10930,10931,32980
4430,TX,201803,2018/3/20,10954,11025,10919,11005,263112
4435,TX,201804,2018/3/20,10931,10996,10897,10979,52450
4440,TX,201803,2018/3/21,11005,11073,11002,11044,164086
4443,TX,201804,2018/3/21,10979,11045,10976,11011,147738
4448,TX,201804,2018/3/22,11010,11122,10874,10880,496758
4452,TX,201805,2018/3/22,11010,11096,10851,10859,4374
4456,TX,201804,2018/3/23,10880,10932,10718,10732,486920
4460,TX,201805,2018/3/23,10865,10906,10695,10710,4572
4464,TX,201804,2018/3/26,10693,10907,10682,10857,383258
4468,TX,201805,2018/3/26,10668,10877,10657,10826,4396
4473,TX,201804,2018/3/27,10856,10998,10837,10990,348906
4478,TX,201805,2018/3/27,10824,10968,10810,10962,6590
4482,TX,201804,2018/3/28,10989,10997,10773,10795,464814
4485,TX,201805,2018/3/28,10964,10967,10748,10777,6470
4489,TX,201804,2018/3/29,10799,10918,10760,10910,397324
4493,TX,201805,2018/3/29,10771,10890,10736,10884,5310
4497,TX,201804,2018/3/30,10910,10974,10896,10939,266754
4500,TX,201805,2018/3/30,10885,10946,10873,10915,4844
4504,TX,201804,2018/3/31,10939,10949,10912,10926,50188
4506,TX,201805,2018/3/31,10915,10926,10889,10899,832
4510,TX,201804,2018/4/2,10920,10958,10743,10754,351666
4512,TX,201805,2018/4/2,10892,10931,10718,10729,6110
4516,TX,201804,2018/4/3,10753,10843,10702,10806,375002
4520,TX,201805,2018/4/3,10726,10816,10680,10783,5552
4524,TX,201804,2018/4/9,10838,10948,10813,10943,359264
4526,TX,201805,2018/4/9,10802,10920,10788,10915,8166
4530,TX,201804,2018/4/10,10943,10993,10852,10967,409254
4532,TX,201805,2018/4/10,10917,10967,10827,10942,8844
4536,TX,201804,2018/4/11,10967,11007,10936,10974,307260
4539,TX,201805,2018/4/11,10939,10982,10913,10950,7364
4543,TX,201804,2018/4/12,10974,11024,10905,10952,345814
4547,TX,201805,2018/4/12,10955,11000,10884,10928,11658
4552,TX,201804,2018/4/13,10953,10988,10920,10950,278354
4557,TX,201805,2018/4/13,10930,10968,10904,10933,13884
4561,TX,201804,2018/4/16,10975,10976,10908,10945,257264
4564,TX,201805,2018/4/16,10955,10960,10895,10932,26726
4569,TX,201804,2018/4/17,10945,10969,10773,10826,330432
4573,TX,201805,2018/4/17,10933,10954,10757,10811,81482
4578,TX,201804,2018/4/18,10827,10909,10789,10845,217008
4580,TX,201805,2018/4/18,10811,10890,10787,10834,214250
4586,TX,201805,2018/4/19,10835,10975,10833,10869,396406
4590,TX,201806,2018/4/19,10823,10950,10816,10848,6248
4594,TX,201805,2018/4/20,10869,10886,10776,10788,364994
4597,TX,201806,2018/4/20,10845,10862,10758,10768,5474
4601,TX,201805,2018/4/24,10675,10694,10547,10572,461308
4603,TX,201806,2018/4/24,10656,10677,10531,10556,7028
4607,TX,201805,2018/4/25,10572,10582,10411,10509,492218
4611,TX,201806,2018/4/25,10555,10560,10400,10490,8154
4615,TX,201805,2018/4/26,10508,10621,10451,10524,427156
4617,TX,201806,2018/4/26,10490,10600,10432,10504,7420
4621,TX,201805,2018/4/27,10524,10601,10483,10553,354776
4623,TX,201806,2018/4/27,10503,10583,10465,10536,6844
4627,TX,201805,2018/4/30,10593,10655,10537,10626,289806
4631,TX,201806,2018/4/30,10573,10636,10520,10607,4506
4635,TX,201805,2018/5/2,10631,10670,10571,10578,283766
4638,TX,201806,2018/5/2,10602,10651,10553,10561,4538
4642,TX,201805,2018/5/3,10577,10620,10407,10421,392838
4645,TX,201806,2018/5/3,10560,10602,10390,10404,7980
4649,TX,201805,2018/5/4,10421,10566,10419,10562,400216
4651,TX,201806,2018/5/4,10406,10547,10403,10541,7274
4655,TX,201805,2018/5/7,10599,10615,10529,10587,307670
4657,TX,201806,2018/5/7,10580,10596,10512,10565,6656
4661,TX,201805,2018/5/8,10587,10678,10568,10669,293468
4665,TX,201806,2018/5/8,10570,10657,10551,10653,6598
4669,TX,201805,2018/5/9,10669,10731,10658,10708,324824
4674,TX,201806,2018/5/9,10650,10708,10639,10684,9262
4678,TX,201805,2018/5/10,10707,10820,10707,10818,288436
4682,TX,201806,2018/5/10,10689,10797,10688,10795,10818
4686,TX,201805,2018/5/11,10817,10923,10803,10892,315118
4689,TX,201806,2018/5/11,10795,10900,10784,10867,14964
4694,TX,201805,2018/5/14,10926,10975,10891,10968,247556
4699,TX,201806,2018/5/14,10896,10955,10871,10950,24788
4704,TX,201805,2018/5/15,10968,10973,10818,10835,293504
4708,TX,201806,2018/5/15,10950,10953,10804,10818,69908
4713,TX,201805,2018/5/16,10836,10907,10826,10872,185990
4715,TX,201806,2018/5/16,10819,10900,10810,10896,153044
4719,TX,201806,2018/5/17,10896,10928,10798,10826,306322
4723,TX,201807,2018/5/17,10670,10680,10563,10590,2488
4727,TX,201806,2018/5/18,10825,10873,10789,10811,276752
4731,TX,201807,2018/5/18,10587,10636,10558,10573,2798
4735,TX,201806,2018/5/21,10865,10987,10863,10958,234834
4738,TX,201807,2018/5/21,10618,10742,10618,10713,3710
4742,TX,201806,2018/5/22,10959,10999,10911,10919,269364
4745,TX,201807,2018/5/22,10714,10755,10672,10680,2982
4750,TX,201806,2018/5/23,10919,10998,10815,10834,334436
4753,TX,201807,2018/5/23,10680,10755,10576,10597,4186
4757,TX,201806,2018/5/24,10834,10946,10833,10894,308246
4761,TX,201807,2018/5/24,10595,10703,10593,10653,3712
4765,TX,201806,2018/5/25,10894,10956,10890,10936,266056
4769,TX,201807,2018/5/25,10654,10704,10641,10690,3700
4773,TX,201806,2018/5/28,10979,10989,10937,10983,186292
4776,TX,201807,2018/5/28,10730,10736,10688,10729,2970
4780,TX,201806,2018/5/30,10874,10875,10761,10834,373496
4782,TX,201807,2018/5/30,10621,10621,10511,10580,5006
4786,TX,201806,2018/5/31,10833,10870,10821,10849,312162
4788,TX,201807,2018/5/31,10583,10614,10567,10594,4622
4792,TX,201806,2018/6/1,10848,10953,10831,10952,270686
4796,TX,201807,2018/6/1,10590,10693,10578,10693,4374
4800,TX,201806,2018/6/4,10976,11135,10976,11122,256664
4802,TX,201807,2018/6/4,10713,10869,10713,10857,6368
4806,TX,201806,2018/6/5,11122,11130,11035,11049,279324
4808,TX,201807,2018/6/5,10857,10865,10774,10787,4974
4812,TX,201806,2018/6/6,11049,11233,11043,11226,319006
4814,TX,201807,2018/6/6,10787,10974,10783,10968,5724
4818,TX,201806,2018/6/7,11226,11253,11174,11200,303632
4820,TX,201807,2018/6/7,10968,10994,10912,10936,5478
4824,TX,201806,2018/6/8,11201,11215,11071,11097,315794
4826,TX,201807,2018/6/8,10937,10950,10810,10835,5128
4830,TX,201806,2018/6/11,11151,11173,11098,11145,236492
4833,TX,201807,2018/6/11,10883,10910,10836,10883,4164
4837,TX,201806,2018/6/12,11145,11156,11054,11129,366036
4839,TX,201807,2018/6/12,10884,10894,10800,10876,8636
4843,TX,201806,2018/6/13,11129,11169,11095,11142,265750
4847,TX,201807,2018/6/13,10876,10912,10843,10890,6530
4851,TX,201806,2018/6/14,11142,11142,10957,11013,358442
4854,TX,201807,2018/6/14,10886,10889,10717,10770,14782
4859,TX,201806,2018/6/15,11014,11075,10961,11002,320282
4862,TX,201807,2018/6/15,10772,10827,10726,10762,21806
4867,TX,201806,2018/6/19,10943,10958,10815,10855,324118
4871,TX,201807,2018/6/19,10720,10735,10568,10600,72578
4875,TX,201806,2018/6/20,10855,10951,10841,10936,225784
4877,TX,201807,2018/6/20,10599,10759,10585,10737,216814
4883,TX,201807,2018/6/21,10737,10747,10625,10640,338668
4886,TX,201808,2018/6/21,10587,10611,10497,10520,2676
4890,TX,201807,2018/6/22,10640,10685,10581,10665,330056
4894,TX,201808,2018/6/22,10511,10555,10455,10534,2722
4898,TX,201807,2018/6/25,10624,10660,10502,10502,305644
4900,TX,201808,2018/6/25,10493,10527,10375,10375,3762
4904,TX,201807,2018/6/26,10504,10596,10484,10572,403822
4906,TX,201808,2018/6/26,10374,10463,10355,10440,4362
4910,TX,201807,2018/6/27,10574,10625,10514,10567,365558
4913,TX,201808,2018/6/27,10445,10490,10385,10432,4134
4917,TX,201807,2018/6/28,10566,10578,10484,10521,393206
4922,TX,201808,2018/6/28,10435,10442,10350,10392,3872
4926,TX,201807,2018/6/29,10522,10692,10508,10677,327056
4928,TX,201808,2018/6/29,10396,10556,10383,10545,3818
4932,TX,201807,2018/7/2,10680,10719,10575,10627,334910
4934,TX,201808,2018/7/2,10539,10586,10447,10495,5368
4938,TX,201807,2018/7/3,10627,10717,10544,10622,455834
4942,TX,201808,2018/7/3,10489,10581,10416,10490,6648
4948,TX,201807,2018/7/4,10624,10639,10582,10618,275326
4950,TX,201808,2018/7/4,10490,10506,10451,10487,3874
4955,TX,201807,2018/7/5,10625,10638,10488,10500,387606
4957,TX,201808,2018/7/5,10493,10508,10365,10374,6422
4962,TX,201807,2018/7/6,10517,10566,10414,10554,515516
4964,TX,201808,2018/7/6,10396,10438,10290,10429,7390
4969,TX,201807,2018/7/9,10583,10685,10582,10685,317502
4971,TX,201808,2018/7/9,10453,10553,10453,10553,5484
4977,TX,201807,2018/7/10,10683,10744,10680,10709,254716
4979,TX,201808,2018/7/10,10552,10610,10550,10580,4846
4984,TX,201807,2018/7/11,10608,10656,10574,10614,392462
4988,TX,201808,2018/7/11,10490,10526,10449,10490,10024
4993,TX,201807,2018/7/12,10614,10777,10609,10775,337510
4997,TX,201808,2018/7/12,10487,10646,10481,10645,12308
5002,TX,201807,2018/7/13,10775,10850,10768,10837,296698
5006,TX,201808,2018/7/13,10643,10723,10637,10711,14876
5011,TX,201807,2018/7/16,10854,10874,10795,10804,251188
5014,TX,201808,2018/7/16,10728,10753,10685,10691,31872
5019,TX,201807,2018/7/17,10804,10821,10756,10806,276206
5022,TX,201808,2018/7/17,10691,10705,10645,10698,52322
5027,TX,201807,2018/7/18,10806,10872,10791,10844,186846
5029,TX,201808,2018/7/18,10699,10764,10688,10740,190838
5034,TX,201808,2018/7/19,10740,10792,10693,10768,366264
5037,TX,201809,2018/7/19,10697,10748,10654,10727,4838
5042,TX,201808,2018/7/20,10769,10847,10753,10824,397500
5044,TX,201809,2018/7/20,10726,10802,10712,10785,5082
5049,TX,201808,2018/7/23,10846,10864,10794,10834,310718
5051,TX,201809,2018/7/23,10800,10823,10755,10792,2854
5056,TX,201808,2018/7/24,10833,10913,10802,10898,279458
5058,TX,201809,2018/7/24,10790,10872,10763,10855,3500
5063,TX,201808,2018/7/25,10899,10903,10851,10884,236984
5064,TX,201809,2018/7/25,10857,10858,10811,10842,3060
5069,TX,201808,2018/7/26,10884,10937,10873,10935,276550
5071,TX,201809,2018/7/26,10843,10895,10834,10891,3954
5076,TX,201808,2018/7/27,10935,11038,10918,11028,265836
5078,TX,201809,2018/7/27,10892,10994,10877,10987,4234
5083,TX,201808,2018/7/30,10970,11007,10932,10939,264604
5085,TX,201809,2018/7/30,10931,10963,10892,10900,3514
5090,TX,201808,2018/7/31,10939,11020,10913,11018,282068
5093,TX,201809,2018/7/31,10896,10977,10872,10974,4476
5098,TX,201808,2018/8/1,11019,11059,11010,11032,228158
5103,TX,201809,2018/8/1,10975,11013,10966,10987,3714
5108,TX,201808,2018/8/2,11031,11048,10862,10917,401336
5111,TX,201809,2018/8/2,10983,11002,10819,10874,7908
5116,TX,201808,2018/8/3,10918,11025,10914,11004,286332
5117,TX,201809,2018/8/3,10871,10980,10871,10960,6102
5122,TX,201808,2018/8/6,10990,11036,10956,10989,306196
5125,TX,201809,2018/8/6,10950,10992,10914,10948,5868
5130,TX,201808,2018/8/7,10990,11003,10951,10987,236340
5134,TX,201809,2018/8/7,10948,10960,10911,10947,5234
5139,TX,201808,2018/8/8,10987,11070,10984,11055,268068
5142,TX,201809,2018/8/8,10948,11028,10946,11012,8996
5147,TX,201808,2018/8/9,11055,11066,10969,11016,260432
5150,TX,201809,2018/8/9,11013,11024,10933,10979,9668
5155,TX,201808,2018/8/10,11016,11025,10920,10934,290852
5158,TX,201809,2018/8/10,10979,10988,10887,10900,22842
5163,TX,201808,2018/8/13,10909,10912,10692,10738,462724
5165,TX,201809,2018/8/13,10880,10880,10666,10713,58072
5170,TX,201808,2018/8/14,10738,10839,10727,10820,293386
5174,TX,201809,2018/8/14,10712,10809,10701,10787,72362
5179,TX,201808,2018/8/15,10821,10841,10696,10737,227256
5182,TX,201809,2018/8/15,10790,10810,10586,10596,255248
5187,TX,201809,2018/8/16,10597,10728,10591,10728,384826
5192,TX,201810,2018/8/16,10585,10713,10578,10713,4574
5197,TX,201809,2018/8/17,10728,10747,10613,10664,320118
5199,TX,201810,2018/8/17,10717,10733,10602,10653,4442
5205,TX,201809,2018/8/20,10687,10725,10652,10691,282852
5208,TX,201810,2018/8/20,10676,10701,10641,10683,3202
5213,TX,201809,2018/8/21,10691,10790,10682,10789,293354
5218,TX,201810,2018/8/21,10678,10775,10672,10775,3474
5223,TX,201809,2018/8/22,10789,10806,10733,10792,295698
